title,project,listing_type,property_type,bedrooms,bathrooms,size_sqft,price,price_label,currency,image_url,description,is_featured,status,locale
Austin Suites 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,743,2600,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Austin Suites · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Palas Residences 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1275,3000,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Palas Residences · 3-Bedroom rental in Mount Austin. Featured. Viewing by appointment.,true,published,en
Austin Heights 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,653,3400,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Austin Heights · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Sky Oasis 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1311,3800,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Sky Oasis · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Ville 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,689,2200,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Austin Ville · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Suites 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1347,2600,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Austin Suites · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Palas Residences 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,725,3000,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Palas Residences · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Heights 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1383,3400,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Austin Heights · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Sky Oasis 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,635,3800,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Sky Oasis · 1-Bedroom rental in Mount Austin. Featured. Viewing by appointment.,true,published,en
Austin Ville 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1293,2200,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Austin Ville · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Suites 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,671,2600,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Austin Suites · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Palas Residences 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1329,3000,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Palas Residences · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Heights 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,707,3400,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Austin Heights · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Sky Oasis 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1365,3800,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Sky Oasis · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Ville 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,743,2200,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Austin Ville · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Suites 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1275,2600,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Austin Suites · 3-Bedroom rental in Mount Austin. Featured. Viewing by appointment.,true,published,en
Palas Residences 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,653,3000,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Palas Residences · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Heights 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1311,3400,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Austin Heights · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Sky Oasis 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,689,3800,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Sky Oasis · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Ville 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1347,2200,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Austin Ville · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Suites 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,725,2600,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Austin Suites · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Palas Residences 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1383,3000,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Palas Residences · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Heights 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,635,3400,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Austin Heights · 1-Bedroom rental in Mount Austin. Featured. Viewing by appointment.,true,published,en
Eco Sanctuary Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,450,3100,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Eco Sanctuary · Studio rental in Eco Botanic. Featured. Viewing by appointment.,true,published,en
Eco Spring 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,933,3450,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Eco Spring · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Tropics Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,486,2100,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Eco Tropics · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Majestic 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,969,2450,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Eco Majestic · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Ardence Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,522,2750,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Eco Ardence · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Sanctuary 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,1005,3100,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Eco Sanctuary · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Spring Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,558,3450,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Eco Spring · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Tropics 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,915,2100,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Eco Tropics · 2-Bedroom rental in Eco Botanic. Featured. Viewing by appointment.,true,published,en
Eco Majestic Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,468,2450,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Eco Majestic · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Ardence 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,951,2750,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Eco Ardence · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Sanctuary Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,504,3100,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Eco Sanctuary · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Spring 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,987,3450,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Eco Spring · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Tropics Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,540,2100,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Eco Tropics · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Majestic 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,1023,2450,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Eco Majestic · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Ardence Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,450,2750,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Eco Ardence · Studio rental in Eco Botanic. Featured. Viewing by appointment.,true,published,en
Eco Sanctuary 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,933,3100,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Eco Sanctuary · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Spring Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,486,3450,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Eco Spring · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Tropics 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,969,2100,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Eco Tropics · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Majestic Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,522,2450,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Eco Majestic · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Ardence 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,1005,2750,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Eco Ardence · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Sanctuary Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,558,3100,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Eco Sanctuary · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Spring 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,915,3450,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Eco Spring · 2-Bedroom rental in Eco Botanic. Featured. Viewing by appointment.,true,published,en
Eco Tropics Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,468,2100,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Eco Tropics · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Majestic 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,951,2450,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Eco Majestic · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Ardence Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,504,2750,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Eco Ardence · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Sanctuary 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,987,3100,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Eco Sanctuary · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Spring Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,540,3450,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Eco Spring · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Tropics 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,1023,2100,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Eco Tropics · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Majestic Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,450,2450,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Eco Majestic · Studio rental in Eco Botanic. Featured. Viewing by appointment.,true,published,en
Eco Ardence 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,933,2750,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Eco Ardence · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Sanctuary Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,486,3100,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Eco Sanctuary · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Spring 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,969,3450,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Eco Spring · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Tropics Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,522,2100,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Eco Tropics · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Majestic 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,1005,2450,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Eco Majestic · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Ardence Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,558,2750,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Eco Ardence · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Sanctuary 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,915,3100,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Eco Sanctuary · 2-Bedroom rental in Eco Botanic. Featured. Viewing by appointment.,true,published,en
Eco Spring Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,468,3450,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Eco Spring · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Tropics 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,951,2100,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Eco Tropics · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Majestic Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,504,2450,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Eco Majestic · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Ardence 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,987,2750,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Eco Ardence · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Sanctuary Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,540,3100,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Eco Sanctuary · Studio rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Spring 2-Bedroom — Eco Botanic,Eco Botanic,rent,2-Bedroom Apartment,2,2,1023,3450,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Eco Spring · 2-Bedroom rental in Eco Botanic. Viewing by appointment.,false,published,en
Eco Tropics Studio — Eco Botanic,Eco Botanic,rent,Studio Apartment,0,1,450,2100,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Eco Tropics · Studio rental in Eco Botanic. Featured. Viewing by appointment.,true,published,en
Medini Signature 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1275,3000,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Medini Signature · 3-Bedroom rental in Medini. Featured. Viewing by appointment.,true,published,en
Legoland View 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,653,1750,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Legoland View · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Sunway Iskandar 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1311,2050,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Sunway Iskandar · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Pinnacle Medini 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,689,2400,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Pinnacle Medini · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Nusajaya Central 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1347,2700,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Nusajaya Central · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Medini Signature 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,725,3000,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Medini Signature · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Legoland View 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1383,1750,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Legoland View · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Sunway Iskandar 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,635,2050,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Sunway Iskandar · 1-Bedroom rental in Medini. Featured. Viewing by appointment.,true,published,en
Pinnacle Medini 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1293,2400,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Pinnacle Medini · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Nusajaya Central 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,671,2700,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Nusajaya Central · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Medini Signature 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1329,3000,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Medini Signature · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Legoland View 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,707,1750,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Legoland View · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Sunway Iskandar 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1365,2050,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Sunway Iskandar · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Pinnacle Medini 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,743,2400,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Pinnacle Medini · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Nusajaya Central 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1275,2700,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Nusajaya Central · 3-Bedroom rental in Medini. Featured. Viewing by appointment.,true,published,en
Medini Signature 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,653,3000,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Medini Signature · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Legoland View 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1311,1750,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Legoland View · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Sunway Iskandar 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,689,2050,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Sunway Iskandar · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Pinnacle Medini 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1347,2400,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Pinnacle Medini · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Nusajaya Central 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,725,2700,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Nusajaya Central · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Medini Signature 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1383,3000,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Medini Signature · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Legoland View 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,635,1750,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Legoland View · 1-Bedroom rental in Medini. Featured. Viewing by appointment.,true,published,en
Sunway Iskandar 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1293,2050,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Sunway Iskandar · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Pinnacle Medini 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,671,2400,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Pinnacle Medini · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Nusajaya Central 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1329,2700,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Nusajaya Central · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Medini Signature 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,707,3000,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Medini Signature · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Legoland View 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1365,1750,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Legoland View · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Sunway Iskandar 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,743,2050,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Sunway Iskandar · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Pinnacle Medini 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1275,2400,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Pinnacle Medini · 3-Bedroom rental in Medini. Featured. Viewing by appointment.,true,published,en
Nusajaya Central 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,653,2700,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Nusajaya Central · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Medini Signature 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1311,3000,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Medini Signature · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Legoland View 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,689,1750,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Legoland View · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
